numero,date,code,annee,titre,mode,type,entité,sous-entité,montant,devise,taxes,titulaire
326,2012-11-16,F1558/12,2012,Fourniture de matériel de conservation et de centrifiguration (lots 1 2 5 6 7 et 8),Appel d'offres ouvert,Fournitures,Ministère de l'Elevage,,59517039.00,F CFA,TTC,SOPRODEL
299,2012-11-16,S1528/12,2012,Avenant de renouvellement n° 1 au marché n°S1150/11 relatif à la couverture en assurance santé du personnel de l'ADIE,Avenant,Services courants,Agence de l'Informatique de l'Etat,,30463537.00,F CFA,TTC,SONAM ASSURANCES MUTUELLE
313,2012-11-16,S1544/12,2012,Entretien des matériels IBM : lots n° 1 2 & 3,Appel d'offres ouvert,Services courants,Ministère de l'Economie et des Finances ,,261859393.00,F CFA,TTC,CFAO Technologies
319,2012-11-16,S1551/12,2012,"Prise en charge des frais d'organisation des journées de célébration de la lutte contre les maladies, organisées par les Programmes de la Direction de la Santé",Appel d'offres ouvert,Services courants,Ministère de la Santé et de l'Action sociale,,158031500.00,F CFA,TTC,SENEPRES
297,2012-11-16,T1524/12,2012,Travaux de construction de la voie d'accès au siège de la commune d'arrondissement de Thiès-Est,Appel d'offres ouvert,Travaux,Agence d'Execution des Travaux d'Intérêt Public contre le sous-emploi AGETIP,,108011970.00,F CFA,HD-HT,Société Centrale des Travaux (SOCETRA)
304,2012-11-16,T1533/12,2012,Travaux de construction du siège de la direction de l'Education surveillée et de la protection sociale (DESPS) à Liberté VI : phase à Dakar,Appel d'offres ouvert,Travaux,Ministère de la Justice , dcpjae,35034365.00,F CFA,TTC,Centrale Negoce
312,2012-11-16,T1543/12,2012,Travaux de réhabilitation et de construction de postes et brigades des douanes (lots n °1 & 2),Appel d'offres ouvert,Travaux,Ministère de l'Economie et des Finances , DGD,211372911.00,F CFA,TTC,Ets Kandji et Frères (EKT)
323,2012-11-16,T1555/12,2012,Travaux d'équipement du stadium Amadou BARRY,Appel d'offres ouvert,Travaux,Ministère de l'Urbanisme et de l'Habitat , PAPCRE,94705325.00,F CFA,TTC,C.I.A - SA
331,2012-11-19,C1562/12,2012,"Formation des Informaticiens de la DTAI (Missions n°2, 5 et 6)",DP/LR,Prestations intellectuelles,Ministère de l'Economie et des Finances , DTAI,55271200.00,F CFA,TTC,Stratégies et Solutions Informatiques (2SI)
327,2012-11-19,F1559/12,2012,Conception et réalisation de matériel d'IEC destiné à la Direction de la Santé,Appel d'offres ouvert,Fournitures,Ministère de la Santé et de l'Action sociale,,72548760.00,F CFA,TTC,Sénégalaise d'Equipements et de Prestations Services (SENEPRES SARL)
328,2012-11-19,F1560/12,2012,Fourniture d'imprimés en continu en trois (lots 1 et 2),Appel d'offres ouvert,Fournitures,Ministère de l'Economie et des Finances , DTAI,66080000.00,F CFA,TTC,SODIC
330,2012-11-19,F1561/12,2012,Acquisition de matériel roulant au profit de la CSI,Appel d'offres ouvert,Fournitures,Ministère de l'Economie et des Finances , CSI,25800000.00,F CFA,HD-HT,CFAO Motors Sénégal
332,2012-11-19,F1563/12,2012,Acquisition de véhicules et de motos (lot 4/4 : Acquisition de quatre motocyclettes),Appel d'offres ouvert,Fournitures,"Ministère de la Fonction publique, du Travail et des relations avec les Institutions ",,3606080.00,F CFA,TTC,SICAS sa
333,2012-11-19,F1564/12,2012,Acquisition de véhicules et de motos (lot 1/4 : Acquisition d'un véhicule 4x4 station wagon),Appel d'offres ouvert,Fournitures,"Ministère de la Fonction publique, du Travail et des relations avec les Institutions ", mftpri,26340500.00,F CFA,TTC,La Sénégalaise de l'Automobile
334,2012-11-19,F1565/12,2012,Acquisition de véhicules et de motos (lot 2/4 : Acquisition d'un véhicule 4 X 4 double cabine),Appel d'offres ouvert,Fournitures,"Ministère de la Fonction publique, du Travail et des relations avec les Institutions ", mftpri,16900000.00,F CFA,TTC,SERA
335,2012-11-19,F1566/12,2012,Acquisition de véhicules et de motos (lot 3/4 : Acquisition de quatre véhicules berline),Appel d'offres ouvert,Fournitures,"Ministère de la Fonction publique, du Travail et des relations avec les Institutions ", mftpri,44000000.00,F CFA,TTC,MATFORCE
337,2012-11-19,F1571/12,2012,Acquistion de mobilier et matériel de bureau au profit de la DGCPT: lot 2,Appel d'offres ouvert,Fournitures,Ministère de l'Economie et des Finances ,,147639240.00,F CFA,TTC,PICO MEGA
329,2012-11-19,F1572/12,2012,Acquistion de mobilier et matériel de bureau au profit de la DGCPT: lot 1,Appel d'offres ouvert,Fournitures,Ministère de l'Economie et des Finances ,,151620902.00,F CFA,TTC,Meubles de Carthage
338,2012-11-19,F1573/12,2012,Acquistion de matériel informatique,Appel d'offres ouvert,Fournitures,Ministère de l'Economie et des Finances ,,112758440.00,F CFA,TTC,Oumou Informatique Service (OIS)
336,2012-11-19,T1567/12,2011,Travaux de construction du stade de Sédhiou,Appel d'offres ouvert,Travaux,Ministère des Sports et des Loisirs,,178464408.00,F CFA,TTC,Technager KOLDA
342,2012-11-20,C1576/12,2010,Surveillance et contrôle des travaux de construction de la VDN 3ème section (Golf club-Carrefour Tivaouane Peulh y compris bretelle d'accès au village de Tivaouane Peulh) dans la région de Dakar,Appel d'offres ouvert,Prestations intellectuelles,Agence des Travaux et de Gestion des Routes du Sénégal (AGEROUTE),,565644802.00,F CFA,TTC,Groupement ICA-INCO
339,2012-11-20,T1574/12,2012,Aménagement et équipement des sites de productions de Ziguinchor (lot: 2.2),Appel d'offres ouvert,Travaux,Société Nationale des Eaux du Sénégal (SONES),,480806150.00,F CFA,HD-HT,CIEMALI SA
340,2012-11-20,T1575/12,2012,Travaux de renforcement de la protection des conduites en aval du surpresseur de MEKHE,Appel d'offres ouvert,Travaux,Société Nationale des Eaux du Sénégal (SONES),,290967665.00,F CFA,TTC,STEREAU SENEGAL SUARL
341,2012-11-20,T1577/12,2012,Réalisation d'un nouveau forage à Popenguine et réhabilitation du forage F4 de Popenguine,Appel d'offres ouvert,Travaux,Société Nationale des Eaux du Sénégal (SONES),,137674921.00,F CFA,TTC,Entreprise Générale de Travaux (EGX)
344,2012-11-21,F1578/12,2012,Acquisition de matériels et mobiliers de bureau (lot 2: matériels de bureau),Appel d'offres ouvert,Fournitures,Cour des Comptes,,7907180.00,F CFA,TTC,UNICOMS Sénégal
343,2012-11-21,F1579/12,2012,Acquisition de matériels et mobiliers de bureau (lot 1: mobiliers de bureau),Appel d'offres ouvert,Fournitures,Cour des Comptes,,1883870.00,F CFA,TTC,Master Office
345,2012-11-21,F1580/12,2012,Acquisition équipement médical en deux lots (lot 2: Mammographie),Appel d'offres ouvert,Fournitures,Centre Hospitalier National Universitaire de Fann,,68000000.00,F CFA,HD-HT,Matériel Hospitalier sa (MHO)
346,2012-11-21,F1581/12,2012,Acquisition équipement médical en deux lots (lot 1: Equipement du laboratoire d'anatomo pathologie),Appel d'offres ouvert,Fournitures,Centre Hospitalier National Universitaire de Fann,,29561000.00,F CFA,HD-HT,Technologies Services
347,2012-11-21,F1582/12,2012,Fournitures de matériels de couchage,Entente directe,Fournitures,Ministère de l'Intérieur , DAGE,19470000.00,F CFA,TTC,GIE Keur Khadim
349,2012-11-21,S1584/12,2012,Location de matériels pour remblai et terrassement des zones inondées,Entente directe,Services courants,Mairie de Pikine,,49088000.00,F CFA,TTC,TOUNEG International
348,2012-11-21,T1583/12,2012,"Avenant n°1 au marché T485/09 relatif à la construction de l'hôpital de Matam (lot n°1) - Site hospitalier, services communs et aménagements",Avenant,Travaux,Agence d'Execution des Travaux d'Intérêt Public contre le sous-emploi AGETIP,,64755186.00,F CFA,HD-HT,Société Centrale des Travaux (SOCETRA)
362,2012-11-22,F1587/12,2012,Avenant n°1 au marché F725/12 relatif à l'équipement de 212 salles de classe et 44 bureaux + magasin dans la région de Thiès: lot n° 3,Avenant,Fournitures,Ministère de l'Education Nationale,,0.00,F CFA,HD-HT,Complexe industrielle Thiar Gueye (CITG)
358,2012-11-22,F1588/12,2012,"Acquisition d'équipements informatiques, de sécurité, de téléphonie et de système de pointage biométrique (lot 2)",Appel d'offres ouvert,Fournitures,Agence de Régulation des Télécommunications et des Postes (ARTP),,90804118.00,F CFA,TTC,CBI Sénégal
359,2012-11-22,F1589/12,2012,"Acquisition d'équipements informatiques, de sécurité, de téléphonie et de système de pointage biométrique (lot 3)",Appel d'offres ouvert,Fournitures,Agence de Régulation des Télécommunications et des Postes (ARTP),,28337570.00,F CFA,TTC,NEUROTECH
360,2012-11-22,F1590/12,2012,"Acquisition d'équipements informatiques, de sécurité, de téléphonie et de système de pointage biométrique (lot 4)",Appel d'offres ouvert,Fournitures,Agence de Régulation des Télécommunications et des Postes (ARTP),,17359062.00,F CFA,TTC,NEUROTECH
361,2012-11-22,F1591/12,2012,"Acquisition d'équipements informatiques, de sécurité, de téléphonie et de système de pointage biométrique (lot 5)",Appel d'offres ouvert,Fournitures,Agence de Régulation des Télécommunications et des Postes (ARTP),,10567502.00,F CFA,TTC,SAGAM INTERNATIONAL
363,2012-11-22,F1592/12,2012,Avenant au marché F871/12 relatif au gardiennage et nettoiement du siège du Ministère de la Santé et de l'Action sociale (lot n°1: Gardiennage),Avenant,Fournitures,Ministère de la Santé et de l'Action sociale,,12744000.00,F CFA,TTC,Agence de Sécurité Elite Protection (ASEP)
364,2012-11-22,F1593/12,2012,Fourniture et installation d'équipements médico-techniques pour les établissements publics de santé de niveau 1(lot: 3),Appel d'offres ouvert,Fournitures,Ministère de la Santé et de l'Action sociale,,35989363.00,F CFA,HD-HT,C.E.R.T.E.C SA
365,2012-11-22,F1594/12,2012,Fourniture et installation de matériel de chaîne de froid destiné aux districts sanitaires du Sénégal et achat de pièces de rechange pour les appareils existants en deux (02) lots : lot 2:,Appel d'offres ouvert,Fournitures,Ministère de la Santé et de l'Action sociale,,30618035.00,F CFA,TTC,Afrique Conception Distribution
352,2012-11-22,F1595/12,2012,Fourniture et installation d'équipements médicaux techniques complémentaires pour l'hôpital d'enfants de Diamniadio (lot 1: mobilier de bureau),Appel d'offres ouvert,Fournitures,Ministère de la Santé et de l'Action sociale,,50760698.00,F CFA,TTC,Unitrade
353,2012-11-22,F1596/12,2012,Fourniture et installation d'équipements médicaux techniques complémentaires pour l'hôpital d'enfants de Diamniadio (lot 2: matériel informatique),Appel d'offres ouvert,Fournitures,Ministère de la Santé et de l'Action sociale,,98914627.00,F CFA,TTC,FERMON LABO
354,2012-11-22,F1597/12,2012,Fourniture et installation d'équipements médicaux techniques complémentaires pour l'hôpital d'enfants de Diamniadio (lot 3: Cuisine),Appel d'offres ouvert,Fournitures,Ministère de la Santé et de l'Action sociale,,54041973.00,F CFA,TTC,Société HUSSEIN AYAD & CIE
355,2012-11-22,F1598/12,2012,Fourniture et installation d'équipements médicaux techniques complémentaires pour l'hôpital d'enfants de Diamniadio (lot 4: matériel de maintenance),Appel d'offres ouvert,Fournitures,Ministère de la Santé et de l'Action sociale,,13374120.00,F CFA,TTC,SOFICA
356,2012-11-22,F1599/12,2012,Fourniture et installation d'équipements médicaux techniques complémentaires pour l'hôpital d'enfants de Diamniadio (lot 5: buanderie et morgue),Appel d'offres ouvert,Fournitures,Ministère de la Santé et de l'Action sociale,,78759053.00,F CFA,TTC,Afrique Conception Distribution
357,2012-11-22,F1600/12,2012,Fourniture et installation d'équipements médicaux techniques complémentaires pour l'hôpital d'enfants de Diamniadio (lot 6: incinérateur),Appel d'offres ouvert,Fournitures,Ministère de la Santé et de l'Action sociale,,57677220.00,F CFA,TTC,FERMON LABO
4,2012-11-23,F0051/12/PT,2012,Fourniture de médicaments,Entente directe,Fournitures,COMMUNAUTE RURALE MBAYENE,,1314785.00,F CFA,HT,Pharmacie Régionale d'Approvisionnement de Thiès
5,2012-11-23,F0090/12/SL,2012,Equipement de seize (16) salles de classe,Appel d'offres ouvert,Fournitures,CR de Bokiladji,,12496000.00,F CFA,TTC,"Entreprise de Travaux Bâtiment et de Commerce, RC SN KLK 2003 A 1964, NINEA : 2467365 2M1"
384,2012-11-26,C1621/12,2012,Etude des ouvrages primaires de drainage des eaux pluviales de la région périurbaine de Dakar,DP/LR,Prestations intellectuelles,Agence de Développement Municipal (ADM),,141282633.00,F CFA,TTC,Groupement Lahmeyer International/A ntea France/Uniconse ils/Soned Afrique (Allemagne)
368,2012-11-26,F1601/12,2012,Acquisition de consommables informatiques (lot: 2),Appel d'offres ouvert,Fournitures,"Ministère de la Fonction publique, du Travail et des relations avec les Institutions ",,9162700.00,F CFA,TTC,NEGODIS
371,2012-11-26,F1605/12,2012,Fourniture de produits phytosanitaires,Entente directe,Fournitures,Ministère de l'Hydraulique et de l'Assainissement,,80000000.00,F CFA,HD-HT,GMB
372,2012-11-26,F1607/12,2012,"Acquisition de soixante quinze ordinateurs, imprimantes et onduleurs",Appel d'offres ouvert,Fournitures,"Ministère de la Femme, de l'Enfant et de l'Entrepreneuriat féminin",,39435600.00,F CFA,TTC,PICO MEGA
367,2012-11-26,F1611/12,2012,Fourniture de produits d'entretien,Appel d'offres ouvert,Fournitures,Centre hospitalier national d'enfants Albert Royer,,16498878.00,F CFA,TTC,SEN-CADUCET
388,2012-11-26,F1619/12,2012,Fourniture de 24 motocyclettes tout terrain,Appel d'offres ouvert,Fournitures,Ministère de l'Elevage,,29781264.00,F CFA,TTC,La Sénégalaise de l'Automobile
385,2012-11-26,F1620/12,2012,Fourniture de médicaments,Entente directe,Fournitures,Centre hospitalier national d'enfants Albert Royer,,97171140.00,F CFA,HD-HT,Pharmacie Nationale d'Approvisionnement (PNA)
383,2012-11-26,F1622/12,2012,"Acquisition d'articles de maintenances : lots 1, 2, 3, 4 et 5",Appel d'offres ouvert,Fournitures,Centre Hôpitalier National Universitaire Aristide Le Dantec,,140524489.00,F CFA,TTC,Entreprise de Construction de Transport et de Commerce (ECTC)
381,2012-11-26,F1624/12,2012,Acquisition de véhicules pour les structures de l'ONAS,Appel d'offres ouvert,Fournitures,ONAS,,102250000.00,F CFA,TTC,MATFORCE
380,2012-11-26,F1625/12,2012,Acquisition d'habillements et effets militaires et de tenues de sport au profit de la direction des parcs nationaux (lot: 1),Appel d'offres ouvert,Fournitures,Ministère de l'Ecologie et de la Protection de la Nature,,31009300.00,F CFA,HT,POLY-SERVICES Sarl
379,2012-11-26,F1626/12,2012,Fourniture de deux véhicules berlines (Peugeot 308) : lot 2,Appel d'offres ouvert,Fournitures,Agence nationale de la Sédentarisation des Marchands ambulants (ASMA),,22440000.00,F CFA,TTC,CFAO Motors Sénégal
377,2012-11-26,F1627/12,2012,"Avenant n°1 au marché F1124/12 relatif à l'équipement de 152 salles de classe, 29 blocs administratifs, 17 blocs d'hygiène dans la région de Saint Louis (lot: 2)",Avenant,Fournitures,Ministère de l'Education Nationale,,0.00,F CFA,HD-HT,Complexe industrielle Thiar Gueye (CITG)
376,2012-11-26,F1628/12,2012,Fourniture de deux véhicules berlines,Appel d'offres ouvert,Fournitures,Cour des Comptes,,28700000.00,F CFA,TTC,MATFORCE
378,2012-11-26,F1629/12,2012,"Equipement des IDEN, Directions, Services du MEN en matériel et mobilier de bureau (lot 2: matériel de bureau)",Appel d'offres ouvert,Fournitures,Ministère de l'Education Nationale,,172498300.00,F CFA,TTC,PICO MEGA
369,2012-11-26,S1602/12,2012,Fourniture de produits phytosanitaires,Entente directe,Services courants,Ministère de l'Hydraulique et de l'Assainissement, DAGE,40000000.00,F CFA,HD-HT,TOUBA SANTE
370,2012-11-26,S1603/12,2012,Pompage des eaux par camions pompeurs,Entente directe,Services courants,Ministère de l'Hydraulique et de l'Assainissement,,41565500.00,F CFA,TTC,FANTY PROMO INVESTS
373,2012-11-26,S1606/12,2012,Location de camions pompeur pour le pompage et l'évacuation des eaux de pluie,Entente directe,Services courants,Ministère de l'Hydraulique et de l'Assainissement, DAGE,82600000.00,F CFA,TTC,Etablissements Galass Négoce et Services
366,2012-11-26,S1608/12,2012,Fourniture de matériels phytosanitaires,Entente directe,Services courants,Ministère de l'Hydraulique et de l'Assainissement, DAGE,110000000.00,F CFA,TTC,TOUBA SANTE
382,2012-11-26,S1623/12,2012,Prestations de vaccination (lots 1  2 et 3),Appel d'offres ouvert,Services courants,Ministère de l'Elevage,,97000000.00,F CFA,TTC,Ordre des Docteurs Vétérinaires du Sénégal
374,2012-11-26,T1609/12,2012,Travaux d'enlèvement des végétaux au droit des amenées d'eau et des pompes à la zone de captage,Entente directe,Travaux,Ministère de l'Hydraulique et de l'Assainissement, DAGE,25989500.00,F CFA,TTC,Eiffage Sénégal SA
375,2012-11-26,T1610/12,2012,"Réalisation de canal de terre, de bassin de dissipation et d'évacuation des eaux pluviales, de curage et d'entretien des canaux du CICES",Entente directe,Travaux,Ministère de l'Hydraulique et de l'Assainissement, DAGE,98811430.00,F CFA,TTC,BUILD SARL
386,2012-11-26,T1617/12,2012,Construction de 17 classes ECB dans la région de Diourbel (lot: 1),Appel d'offres ouvert,Travaux,"Ministère de la Femme, de l'Enfant et de l'Entrepreneuriat féminin",,96287966.00,F CFA,TTC,Sénégalaise d'Entretien et de Traitement (SET 2000)
387,2012-11-26,T1618/12,2012,Construction de 13 classes ECB dans la région de Kaffrine (lot: 2),Appel d'offres ouvert,Travaux,"Ministère de la Femme, de l'Enfant et de l'Entrepreneuriat féminin", PALAM,73631974.00,F CFA,TTC,Sénégalaise d'Entretien et de Traitement (SET 2000)
400,2012-11-27,C1639/12,2012,"Recrutement d'un cabinet chargé du diagnostic financier et des enquêtes pour l'amélioration de la mobilisation des ressources dans les communes de Kaloack, Fatick, Mbour, Diourbel, Kaffrine, Saint-louis et Matam",Appel d'offres ouvert,Prestations intellectuelles,Agence de Développement Municipal (ADM),,46600000.00,F CFA,HT,Mintech International sa
401,2012-11-27,C1640/12,2012,"Recrutement d'un cabinet chargé du diagnostic financier et des enquêtes pour l'amélioration de la mobilisation des ressources dans les communes de Tambacounda, Kolda, Sédhiou, Ziguinchor, Kédougou, Thiès et Louga",Appel d'offres ouvert,Prestations intellectuelles,Agence de Développement Municipal (ADM),,55000000.00,F CFA,HT,Mintech International sa
6,2012-11-27,F0033/12/KL,2012,Acquisition de médicaments et de produits pharmaceutiques Fourniture Entente directe Communauté rurale de NGAYOKHEME 9.000.000 F CFA HTVA Pharmacie nationale d'Approvisionnement 7 30/11/2012 F0034/12/KL 2012 Acquisition de médicaments et de produits pharmaceutiques,Entente directe,Fournitures,District sanitaire de KAFFRINE,,11700000.00,F CFA,HT,Pharmacie Nationale d'Approvisionnement (PNA)
393,2012-11-27,F1612/12,2012,Fourniture de véhicules (lot 1),Appel d'offres ouvert,Fournitures,Commune d'Arrondissement des Parcelles Assainies, CAPA,15800000.00,F CFA,TTC,CCBM INDUSTRIES
394,2012-11-27,F1613/12,2012,Fourniture de matériel informatique (lot 1 : Ordinateurs de bureau et Ordinateurs portables),Appel d'offres ouvert,Fournitures,Ministère de la Justice , CEDAF-PGE,63716460.00,F CFA,TTC,PICO MEGA
395,2012-11-27,F1614/12,2012,Fourniture de matériel informatique (lot 2 : Imprimantes Laser monochrome),Appel d'offres ouvert,Fournitures,Ministère de la Justice , CEDAF-PGE,27033800.00,F CFA,TTC,PICO MEGA
396,2012-11-27,F1615/12,2012,Fourniture de matériel informatique (lot 3 : Onduleurs et autres matériels),Appel d'offres ouvert,Fournitures,Ministère de la Justice , CEDAF-PGE,9968640.00,F CFA,TTC,PICO MEGA
397,2012-11-27,F1616/12,2012,"Fourniture et installation d'équipements médico-techniques pour l'hôpital régional et les services régionaux de Matam (lot 6 : cuisine, morgue et buanderie)",Appel d'offres ouvert,Fournitures,Ministère de la Santé et de l'Action sociale, DEM,159925164.00,F CFA,TTC,FERMON LABO
390,2012-11-27,F1630/12,2012,Acquisition de matériels informatiques de bureau,Appel d'offres ouvert,Fournitures,Ministère de l'Economie et des Finances , DGCPT,265942500.00,F CFA,TTC,STABURO SARL
407,2012-11-27,F1632/12,2012,Avenant n°1 au marché F967/12 relatif à l'acquisition et installation de systèmes d'irrigation «goutte à goutte» pour périmètres maraîcher et arboricole dans les régions de Ziguinchor et Sédhiou,Avenant,Fournitures,Projet d'Appui au Développement Rural en Casamance,,0.00,F CFA,TTC,CAFOMT
406,2012-11-27,F1633/12,2012,Avenant n°1 au marché F846/12 realtif à la fourniture et installation de trente deux (32) panneaux photovoltaïques pour 31 sites abritant trente deux périmètres maraîchers et arboricoles dans les régions de Ziguinchor et de Sédhiou- Fourniture et installation de trente deux (32) pompes solaires imergées y compris tous les accessoires de plomberie et d'électricité- Formation des utilisateurs : lot n° 1,Avenant,Fournitures,Projet d'Appui au Développement Rural en Casamance,,0.00,F CFA,TTC,CAFOMT
403,2012-11-27,F1636/12,2012,Acquisition de véhicules : un véhicule 4X4 pick up double cabine,Appel d'offres ouvert,Fournitures,Ministère de l'Economie et des Finances , AJE,18890000.00,F CFA,TTC,CFAO Motors Sénégal
402,2012-11-27,F1637/12,2012,"Fourniture , installation et la mise en service d'un système national intégré de sécurité maritime au sein du «MRCC Dakar»",Appel d'offres international,Fournitures,"Haute Autorité chargée de la Coordination de la Sécurité martime, de la Sureté maritime et de la Protection de l'Environnement marin (HASSMAR)",,1611964150.00,F CFA,HD-HT,SAIT Zenitel NV
389,2012-11-27,S1634/12,2012,Avenant au marché S 1394/11 relatif à l'entretien de matériels IBM (lot n°1),Avenant de renouvellement,Services courants,Ministère de l'Economie et des Finances , DGD,161776068.00,F CFA,TTC,CFAO Technologies
408,2012-11-27,T1631/12,2012,"Construction d'un incubateur spécialisé dans la transformation, la conservation et le traitement des sous produits agricoles logés à l'Université de Ziguinchor",Appel d'offres ouvert,Travaux,Agence de Construction des Bâtiments et Edifices Publics, DGCBEP,166305494.00,F CFA,TTC,SAREC TP
391,2012-11-27,T1635/12,2012,Travaux de remblai,Entente directe,Travaux,Ministère de l'Intérieur , DAGE,15384250.00,F CFA,TTC,MALI Trading
399,2012-11-27,T1638/12,2012,"Avenant n°1 au marché T1386/12 relatif aux travaux généraux sur le réseau routier classé dans les régions de Kaolack, Fatick et kaffrine (lots 1 et 2)",Avenant,Travaux,Agence des Travaux et de Gestion des Routes du Sénégal (AGEROUTE), DGER,0.00,F CFA,TTC,ECOPRES
404,2012-11-27,T1641/12,2012,Travaux de construction de collèges franco-arabes (lot 2),Appel d'offres ouvert,Travaux,Ministère de l'Education Nationale,,104199304.00,F CFA,TTC,GIE Sokhna MAREME
398,2012-11-27,T1642/12,2012,"Travaux de renforcement des systèmes d'AEP des villes de Kaolack, Fatick, Koungueul et Ziguinchor : lot 3.1 château d'eau de 2200 m3 et conduites de refoulement de Darou Rahmati de la ville de Kaolack",Appel d'offres ouvert,Travaux,Société Nationale des Eaux du Sénégal (SONES), sone,1002067000.00,F CFA,HD-HT,SVTP
392,2012-11-27,T1643/12,2010,"Travaux de renforcement des systèmes d'AEP des villes de Kaolack, Fatick, Koungueul et Ziguinchor : lot 3.2 château d'eau de 2200 m3 et conduites de refoulement de Ngane Alassane de la ville de Kaolack",Appel d'offres ouvert,Travaux,Société Nationale des Eaux du Sénégal (SONES),,599488266.00,F CFA,HD-HT,Groupement GEAUR/VOLCONSA/ LOPESAN
405,2012-11-27,T1644/12,2012,Avenant n°1 au marché n°T006/11 relatif à la construction de l'hôpital de Matam (lot n° 2 : Services médicaux régionaux),Avenant,Travaux,Agence d'Execution des Travaux d'Intérêt Public contre le sous-emploi AGETIP,,29590000.00,F CFA,HD-HT,Société d'Entreprise de Batiment de Travaux publics et d'Assainisseme nts
416,2012-11-28,F1649/12,2012,Fourniture de matériels de bureau (DAGE),Appel d'offres ouvert,Fournitures,Ministère de l'Economie et des Finances , DAGE,34931894.00,F CFA,TTC,GENERALE D'EQUIPEMENT
417,2012-11-28,F1651/12,2012,Fournitures de matériels d'intervention technique,Entente directe,Fournitures,Ministère de l'Intérieur , DAGE,72875000.00,F CFA,HD-HT,Sénégal Salubrité Sellal
410,2012-11-28,F1652/12,2012,Fournitures de tuyaux,Entente directe,Fournitures,Ministère de l'Intérieur , DAGE,87125000.00,F CFA,HD-HT,Ets Modou Mbacké MAR
412,2012-11-28,F1653/12,2012,Remblaiement,Entente directe,Fournitures,Ministère de l'Intérieur , DAGE,42126000.00,F CFA,TTC,NDIAYE PNEU
411,2012-11-28,F1654/12,2012,Location engin,Entente directe,Fournitures,Ministère de l'Intérieur , DAGE,9550684.00,F CFA,TTC,SEKENS TRADING AND SERVICES
413,2012-11-28,F1655/12,2012,Matériel de couchage,Entente directe,Fournitures,Ministère de l'Intérieur , DAGE,29264000.00,F CFA,TTC,FERALU.KS
409,2012-11-28,S1648/12,2012,Entretien et nettoiement des immeubles et bâtiments,Avenant de renouvellement,Services courants,Ministère de l'Economie et des Finances , DGID,39624000.00,F CFA,TTC,Compagnie Bêta Services
418,2012-11-28,S1656/12,2012,Location de camions pompeurs pour l'évacuation des eaux de pluie,Entente directe,Services courants,Ministère de l'Hydraulique et de l'Assainissement, DAGE,79502500.00,F CFA,TTC,ETS DAROU KHOUDOSS
6,2012-11-28,T0091/12/SL,2012,travaux d'aménagement et clôture d'un terrain de sport à Koki,Appel d'offres ouvert,Travaux,CR KOKI,,29884675.00,F CFA,TTC,"Etablissement Haidar HACHEM, RC 238, NINEA : 0052689 1H1"
414,2012-11-28,T1645/12,2012,Travaux de réhabilitation à la caserne Samba Diéry DIALLO et l'Escadron de surveillance et d'intervention à Linguère (lot1 : réhabilitation bâtiments 52 - CAGN et Maison Gendarmerie),Appel d'offres ouvert,Travaux,Ministère des Forces Armées , MFA,56924038.00,F CFA,TTC,Centrale Negoce
415,2012-11-28,T1646/12,2012,Travaux de réhabilitation à la caserne Samba Diéry DIALLO et l'Escadron de surveillance et d'intervention à Linguère (lot2 : réhabilitation escadron de surveillance et d'intervention à Linguère),Appel d'offres ouvert,Travaux,Ministère des Forces Armées , MFA,28991616.00,F CFA,TTC,Centrale Negoce
426,2012-11-29,C1657/12,2013,Etude du plan directeur d'urbanisme de la Ville de Richard Toll «HORIZON 2032»,DP/LR,Prestations intellectuelles,Ministère de l'Urbanisme et de l'Habitat , DUA,153792500.00,F CFA,TTC,Cabinet d'Architecture et d'Urbanisme du Sénégal (CAUS)
427,2012-11-29,C1658/12,2012,Etude du plan directeur d'urbanisme de la ville de Diourbel «HORIZON 2032»,DP/LR,Prestations intellectuelles,Ministère de l'Urbanisme et de l'Habitat , DUA,198810000.00,F CFA,TTC,Cabinet d'Architecture et d'Urbanisme du Sénégal (CAUS)
422,2012-11-29,F1659/12,2012,Travaux de remblai,Entente directe,Fournitures,Ministère de l'Intérieur , DAGE,64626240.00,F CFA,TTC,Compagnie de Commerce et de Services (CCS)
423,2012-11-29,F1660/12,2012,Location d'engin,Entente directe,Fournitures,Ministère de l'Intérieur , DAGE,24093830.00,F CFA,TTC,Entreprise Ahmad DIOP
428,2012-11-29,F1661/12,2012,Fournitures de matériels de nettoiement,Entente directe,Fournitures,Ministère de l'Intérieur , DAGE,22567500.00,F CFA,TTC,SOPASEC
429,2012-11-29,F1662/12,2012,"Acquisition d'équipements informatiques, de sécurité, de téléphonie et de système de pointage biométrique (lot 1)",Appel d'offres ouvert,Fournitures,Agence de Régulation des Télécommunications et des Postes (ARTP),,193103013.00,F CFA,TTC,Plateform Technologies sa
420,2012-11-29,F1663/12,2012,"Fourniture de consommables pour bloc opératoire, spécialités chirurgicales, dentisterie et endoscopie en 07 lots (lot 1: sl 1;sl 2; sl 3; sl 4; 1)",Appel d'offres ouvert,Fournitures,Hôpital Principal de Dakar,,3811200.00,F CFA,HD-HT,GLOBAL PHARMA
430,2012-11-29,F1664/12,2012,"Acquisition de fournitures de bureau, de consommables informatiques et de produits d'entretien pour la Direction des Equipements et de la Maintenance (lot 2: Consommables informatiques)",Appel d'offres ouvert,Fournitures,Ministère de la Santé et de l'Action sociale,,8788475.00,F CFA,TTC,CONTECHS
